id,zipcode,latitude,longitude,neighbourhood_cleansed,is_location_exact,bedrooms,room_type,bathrooms,beds,bed_type,accommodates,essentials,wifi,tv,kitchen,oven,cooking basics,heating,washer,host greets you,elevator,family/kid friendly,private living room,coffee maker,dishwasher,reviews_per_month,number_of_reviews,number_of_reviews_ltm,host_is_superhost,host_total_listings,host_identity_verified,host_since_years,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_365,is_instant_bookable,cancellation_policy,security_deposit,is_agency,cleaning_fee,price,kfold
16358960,75011.0,48.84947,2.3900200000000003,Popincourt,1,1.0,Entire home/apt,1.0,2.0,Bed,4,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1.1,44,11,0,1.0,1,5.45,2,1125,2,2,1125,1125,2.0,1125.0,0,0,strict,security_deposit_1,0,20.0,63.0,1
37618489,75015.0,48.85073,2.29711,Vaugirard,1,0.0,Entire home/apt,1.0,1.0,Bed,2,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0.89,8,8,1,1.0,1,0.76,1,1125,1,2,1125,1125,1.3,1125.0,0,0,flexible,security_deposit_1,0,45.0,54.0,1
23020722,75020.0,48.86938,2.39364,Ménilmontant,1,2.0,Entire home/apt,1.0,2.0,Bed,4,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1.12,31,8,0,1.0,1,7.53,3,75,3,3,75,75,3.0,75.0,90,0,strict,security_deposit_1,0,30.0,98.0,1
12948076,75019.0,48.88864,2.39233,Buttes-Chaumont,1,0.0,Entire home/apt,1.0,0.0,Bed,2,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0.61,18,13,0,2.0,1,7.68,3,1125,3,3,1125,1125,3.0,1125.0,362,0,strict,security_deposit_1,0,0.0,70.0,1
26328778,75009.0,48.88203,2.33694,Opéra,1,0.0,Entire home/apt,1.0,1.0,Bed,2,0,1,1,1,0,0,1,0,0,0,0,0,0,0,4.62,105,48,0,21.0,1,4.28,1,26,1,1,26,26,1.0,26.0,76,1,strict,security_deposit_1,1,36.0,70.0,1
40359748,75014.0,48.837,2.32432,Observatoire,1,0.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0.51,1,1,0,1.0,1,5.94,5,10,5,5,10,10,5.0,10.0,0,0,moderate,security_deposit_1,0,0.0,90.0,1
37789694,75003.0,48.86383,2.35353,Temple,1,0.0,Entire home/apt,1.0,1.0,Bed,2,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0.34,3,3,0,1.0,1,0.74,1,1125,1,2,1125,1125,1.3,1125.0,0,0,flexible,security_deposit_1,0,49.0,59.0,1
21444433,75019.0,48.87594,2.38954,Buttes-Chaumont,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0.66,20,5,0,1.0,0,2.65,6,1125,6,6,1125,1125,6.0,1125.0,0,0,moderate,security_deposit_1,0,0.0,70.0,1
35143806,75012.0,48.84941,2.3757,Reuilly,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1.45,16,16,0,1.0,1,0.96,2,1125,2,3,1125,1125,2.1,1125.0,16,0,strict,security_deposit_1,0,40.0,180.0,1
36411098,75011.0,48.86523,2.37106,Popincourt,1,1.0,Entire home/apt,1.0,2.0,Bed,4,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0.56,5,5,0,1.0,1,0.85,1,1125,1,2,1125,1125,1.3,1125.0,0,0,flexible,security_deposit_1,0,64.0,80.0,1
20444568,75011.0,48.85855,2.3806700000000003,Popincourt,1,0.0,Entire home/apt,1.0,2.0,Bed,4,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0.91,29,0,0,1.0,0,2.76,3,1125,3,7,1125,1125,4.5,1125.0,0,1,flexible,security_deposit_1,0,79.0,99.0,1
43394793,75015.0,48.8451,2.28497,Vaugirard,1,,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,,0,0,0,1.0,1,3.96,2,1125,2,2,1125,1125,2.0,1125.0,328,1,flexible,security_deposit_n,0,,70.0,1
35333970,75013.0,48.82608,2.36038,Gobelins,1,0.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,0,1,1,0,0,0,0,0,1,0,2.03,23,23,0,1.0,0,0.95,2,33,2,2,1125,1125,2.0,1125.0,121,1,strict,security_deposit_0,0,25.0,50.0,1
42799223,75016.0,48.83966,2.2558700000000003,Passy,1,0.0,Entire home/apt,1.0,2.0,Bed,4,1,1,1,1,0,0,1,0,0,0,0,0,0,0,,0,0,0,0.0,0,0.18,1,1125,1,1,1125,1125,1.0,1125.0,104,1,flexible,security_deposit_n,0,,60.0,1
32738766,75013.0,48.82522,2.34856,Gobelins,1,0.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1.72,18,18,0,1.0,1,1.2,1,1125,1,2,1125,1125,1.3,1125.0,0,0,flexible,security_deposit_1,0,45.0,51.0,1
18866081,75019.0,48.88564,2.38738,Buttes-Chaumont,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0.2,7,1,0,1.0,1,2.97,2,1125,2,7,1125,1125,4.3,1125.0,0,1,flexible,security_deposit_1,0,51.0,80.0,1
42583069,75002.0,48.8688,2.35168,Bourse,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,0,0,1,1,0,0,0,0,0,0,,0,0,0,0.0,0,0.92,2,1125,2,2,1125,1125,2.0,1125.0,180,1,flexible,security_deposit_n,0,,180.0,1
42599630,75015.0,48.8472,2.3046900000000003,Vaugirard,1,0.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1.0,2,2,0,1.0,1,0.2,1,1125,1,2,1125,1125,1.3,1125.0,0,0,flexible,security_deposit_1,0,45.0,48.0,1
38091880,75002.0,48.86576,2.3438,Bourse,1,1.0,Entire home/apt,1.0,3.0,Bed,5,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1.6,13,13,1,0.0,0,0.71,2,31,2,2,31,31,2.0,31.0,179,1,strict,security_deposit_0,0,120.0,145.0,1
33471407,75018.0,48.88382,2.34492,Buttes-Montmartre,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1.63,22,16,0,2.0,1,5.53,1,30,1,1,30,30,1.0,30.0,8,0,strict,security_deposit_1,0,30.0,100.0,1
40437506,75006.0,48.84628,2.32355,Luxembourg,1,0.0,Entire home/apt,1.0,1.0,Bed,2,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0.68,3,3,0,1.0,0,0.45,1,1125,1,2,1125,1125,1.3,1125.0,0,0,flexible,security_deposit_1,0,49.0,78.0,1
33653186,75018.0,48.89452,2.32825,Buttes-Montmartre,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0.93,12,8,1,1.0,1,7.44,2,1125,2,2,1125,1125,2.0,1125.0,0,0,moderate,security_deposit_0,0,15.0,80.0,1
37761503,75011.0,48.86854,2.37151,Popincourt,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0.46,4,4,0,1.0,1,0.75,1,1125,1,2,1125,1125,1.3,1125.0,0,0,flexible,security_deposit_1,0,56.0,79.0,1
35840133,75015.0,48.84938,2.29003,Vaugirard,1,1.0,Entire home/apt,1.0,2.0,Bed,4,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0.73,8,8,0,7.0,1,5.92,1,1125,1,1,1125,1125,1.0,1125.0,354,0,strict,security_deposit_1,1,0.0,85.0,1
25915327,75003.0,48.86772,2.35832,Temple,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1.02,17,10,0,1.0,1,6.52,2,31,2,2,31,31,2.0,31.0,71,0,moderate,security_deposit_1,0,40.0,200.0,1
40025092,75008.0,48.87689,2.29693,Batignolles-Monceau,1,3.0,Entire home/apt,1.0,3.0,Bed,4,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0.22,1,1,0,0.0,1,0.5,2,15,2,2,1125,1125,2.0,1125.0,127,1,strict,security_deposit_1,0,65.0,215.0,1
1511284,75020.0,48.86716,2.39816,Ménilmontant,1,1.0,Entire home/apt,1.0,2.0,Bed,4,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0.52,41,0,0,0.0,1,6.89,1,35,1,1,35,35,1.0,35.0,346,1,moderate,security_deposit_1,0,50.0,78.0,1
21806412,75005.0,48.83907,2.35068,Panthéon,1,1.0,Private room,1.0,2.0,Bed,2,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0.48,14,3,1,2.0,1,2.49,1,365,1,3,365,365,2.3,365.0,138,1,flexible,security_deposit_0,0,0.0,159.0,1
37046097,75011.0,48.84991,2.39022,Popincourt,1,2.0,Entire home/apt,1.0,1.0,Bed,4,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0.56,5,5,0,1.0,0,0.8,1,1125,1,2,1125,1125,1.3,1125.0,0,0,flexible,security_deposit_1,0,79.0,120.0,1
27050249,75017.0,48.88802,2.31832,Batignolles-Monceau,1,1.0,Entire home/apt,1.0,2.0,Bed,2,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0.27,6,3,0,1.0,1,1.82,1,1125,1,2,1125,1125,1.3,1125.0,0,0,flexible,security_deposit_1,0,52.0,63.0,1
32779252,75018.0,48.88347,2.34043,Buttes-Montmartre,1,1.0,Private room,1.0,1.0,Bed,2,1,1,1,1,1,1,1,1,0,0,0,0,1,0,4.68,68,53,1,1.0,1,1.2,2,32,2,2,1125,1125,2.0,1125.0,90,0,strict,security_deposit_n,0,,58.0,1
34304707,75009.0,48.87866,2.32891,Opéra,1,2.0,Entire home/apt,1.0,3.0,Bed,6,1,1,1,1,1,0,1,1,0,1,0,1,1,0,4.99,61,60,0,1.0,1,1.04,1,1125,1,30,1125,1125,10.1,1125.0,364,0,flexible,security_deposit_1,0,114.0,250.0,1
34228277,75009.0,48.88145,2.34732,Opéra,1,1.0,Entire home/apt,1.0,1.0,Bed,4,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0.74,9,9,0,7.0,1,6.08,3,1125,3,3,1125,1125,3.0,1125.0,0,1,flexible,security_deposit_1,1,30.0,80.0,1
28358420,75019.0,48.88228,2.37244,Buttes-Chaumont,1,1.0,Entire home/apt,1.0,2.0,Bed,4,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1.86,37,8,0,1.0,1,1.67,1,1125,1,2,1125,1125,1.3,1125.0,0,0,flexible,security_deposit_1,0,64.0,67.0,1
15278404,75013.0,48.82868,2.34725,Gobelins,0,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0.37,16,7,0,1.0,1,5.81,1,1125,1,1,1125,1125,1.0,1125.0,120,0,strict,security_deposit_1,0,60.0,80.0,1
18310031,75002.0,48.86917,2.35297,Bourse,1,1.0,Entire home/apt,1.0,2.0,Bed,4,1,1,1,1,0,1,1,0,0,0,1,0,1,0,4.71,174,66,0,133.0,1,8.09,1,1125,1,1,1125,1125,1.0,1125.0,359,1,strict,security_deposit_1,1,50.0,149.0,1
26582414,75008.0,48.88069,2.31551,Élysée,1,2.0,Entire home/apt,1.5,3.0,Bed,4,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0.23,5,1,0,1.0,1,6.99,6,1125,6,7,1125,1125,6.1,1125.0,0,0,moderate,security_deposit_0,0,80.0,172.0,1
592392,75010.0,48.86987,2.34898,Bourse,1,1.0,Private room,1.0,2.0,Bed,5,1,1,0,1,0,0,1,1,0,0,1,0,1,0,2.81,265,35,0,2.0,1,7.95,1,1125,1,1,1125,1125,1.0,1125.0,45,0,strict,security_deposit_0,0,0.0,85.0,1
29878659,75009.0,48.87525,2.34718,Opéra,1,2.0,Entire home/apt,1.0,2.0,Bed,4,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1.77,32,18,0,1.0,0,1.52,2,1124,2,7,1124,1124,4.3,1124.0,45,1,flexible,security_deposit_1,0,63.0,101.0,1
43133300,75008.0,48.87366,2.30451,Élysée,1,0.0,Entire home/apt,1.0,2.0,Bed,4,1,1,1,1,0,0,1,1,0,0,0,0,0,0,,0,0,0,2.0,0,0.1,5,1125,5,5,1125,1125,5.0,1125.0,251,0,strict,security_deposit_1,0,25.0,114.0,1
20632183,75007.0,48.85805,2.29986,Palais-Bourbon,1,1.0,Entire home/apt,1.0,2.0,Bed,4,1,1,1,1,0,0,1,1,1,1,0,0,0,0,,0,0,0,303.0,1,7.91,91,1125,91,91,1125,1125,91.0,1125.0,346,1,strict,security_deposit_1,1,100.0,74.0,1
34795356,75016.0,48.84309,2.25694,Passy,1,1.0,Entire home/apt,1.0,2.0,Bed,4,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0.84,9,9,0,1.0,1,0.98,1,1125,1,2,1125,1125,1.3,1125.0,0,0,flexible,security_deposit_1,0,64.0,95.0,1
36130544,75019.0,48.88671,2.36757,Buttes-Chaumont,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0.36,3,3,0,1.0,0,0.87,2,1125,2,6,1125,1125,4.7,1125.0,0,1,strict,security_deposit_1,0,59.0,88.0,1
26373104,75006.0,48.85426,2.34122,Luxembourg,1,3.0,Entire home/apt,2.0,4.0,Bed,8,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0.21,4,2,0,4.0,1,5.35,2,60,2,3,60,60,2.1,60.0,297,1,moderate,security_deposit_1,0,250.0,500.0,1
34750585,75010.0,48.8819,2.35224,Entrepôt,1,2.0,Entire home/apt,1.0,3.0,Bed,5,1,1,1,1,1,1,1,1,0,0,0,0,1,0,3.72,41,41,0,1.0,1,1.0,1,1125,1,1,1125,1125,1.0,1125.0,231,0,strict,security_deposit_1,0,30.0,100.0,1
25227210,75014.0,48.82273,2.33333,Observatoire,1,1.0,Private room,1.0,1.0,Bed,2,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1.55,37,9,1,0.0,1,1.98,2,1123,2,2,1123,1123,2.0,1123.0,363,0,flexible,security_deposit_1,0,15.0,60.0,1
34310013,75002.0,48.86929,2.34933,Bourse,1,1.0,Entire home/apt,1.0,2.0,Bed,4,1,1,1,0,1,1,0,0,0,0,0,0,1,0,,0,0,0,13.0,1,1.41,1,1125,1,4,1125,1125,4.0,1125.0,279,1,strict,security_deposit_0,1,41.0,100.0,1
20043275,75010.0,48.87752,2.35391,Entrepôt,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1.69,57,20,0,25.0,1,4.13,2,120,2,6,120,120,4.7,120.0,0,1,strict,security_deposit_1,1,60.0,82.0,1
41561830,75018.0,48.88367,2.342,Buttes-Montmartre,1,0.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1.32,5,5,0,0.0,0,5.77,2,30,2,2,30,30,2.0,30.0,273,0,moderate,security_deposit_n,0,,90.0,1
34805033,75019.0,48.88733,2.37672,Buttes-Chaumont,1,1.0,Entire home/apt,1.0,3.0,Bed,6,1,1,1,1,0,0,1,1,0,1,0,1,1,0,4.74,55,55,0,1.0,1,0.99,1,1125,1,30,1125,1125,9.9,1125.0,362,0,flexible,security_deposit_1,0,79.0,150.0,1
27585644,75020.0,48.87454,2.39301,Ménilmontant,1,0.0,Entire home/apt,1.0,0.0,Bed,2,1,1,1,1,1,1,1,0,0,0,0,0,1,0,5.88,115,65,1,3.0,1,5.67,1,1,1,1,1,1,1.0,1.0,0,0,moderate,security_deposit_n,0,5.0,50.0,1
27283260,75014.0,48.83102,2.32591,Observatoire,1,2.0,Entire home/apt,1.0,2.0,Bed,4,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0.06,1,0,0,40.0,0,5.67,28,1125,28,56,1125,1125,53.8,1125.0,365,1,strict,security_deposit_1,1,90.0,124.0,1
27475876,75012.0,48.85104000000001,2.38272,Popincourt,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0.6,13,4,0,1.0,1,6.92,4,30,4,4,1125,1125,4.0,1125.0,14,0,strict,security_deposit_0,0,40.0,65.0,1
7539930,75020.0,48.87129,2.39073,Ménilmontant,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0.16,9,4,0,1.0,0,4.8,2,4,2,2,4,4,2.0,4.0,0,0,moderate,security_deposit_0,0,0.0,55.0,1
34274428,75019.0,48.87476,2.38267,Buttes-Chaumont,0,1.0,Private room,1.0,1.0,Bed,2,1,1,1,1,0,0,1,1,1,1,0,0,0,0,2.6,31,31,0,1.0,0,5.11,4,1125,4,4,1125,1125,4.0,1125.0,48,0,moderate,security_deposit_1,0,20.0,50.0,1
43307513,75009.0,48.88017,2.34377,Opéra,1,1.0,Entire home/apt,1.0,2.0,Bed,4,1,1,1,1,1,1,1,1,0,0,1,0,1,1,,0,0,0,4.0,1,5.13,4,441,4,4,1125,1125,4.0,1125.0,128,1,strict,security_deposit_1,0,41.0,75.0,1
35722216,75002.0,48.87007,2.3336900000000003,Bourse,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0.85,7,7,0,1.0,1,5.75,1,1125,1,2,1125,1125,1.7,1125.0,5,0,flexible,security_deposit_0,0,28.0,65.0,1
41514749,75018.0,48.88488,2.32721,Buttes-Montmartre,1,2.0,Entire home/apt,1.0,2.0,Bed,4,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0.37,1,1,0,0.0,0,7.11,2,1125,2,2,1125,1125,2.0,1125.0,120,0,moderate,security_deposit_n,0,,100.0,1
15425860,75011.0,48.85614,2.38068,Popincourt,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,1,1,1,1,1,0,1,0,1,1,3.48,150,16,1,1.0,1,3.59,3,15,3,3,15,15,3.0,15.0,89,0,moderate,security_deposit_1,0,40.0,100.0,1
40720576,75017.0,48.88661,2.3252200000000003,Batignolles-Monceau,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1.25,5,5,0,0.0,0,4.84,1,3,1,1,3,3,1.0,3.0,0,0,moderate,security_deposit_1,0,10.0,60.0,1
42833458,75019.0,48.89542,2.38236,Buttes-Chaumont,1,1.0,Private room,1.0,1.0,Bed,2,1,1,0,1,1,1,1,1,0,0,0,0,1,0,,0,0,0,6.0,1,0.36,1,1125,1,1,1125,1125,1.0,1125.0,364,0,flexible,security_deposit_n,1,,55.0,1
33923678,75011.0,48.86565,2.37835,Popincourt,1,1.0,Entire home/apt,1.0,2.0,Bed,4,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0.85,8,8,0,1.0,1,1.07,1,1125,1,2,1125,1125,1.3,1125.0,0,0,flexible,security_deposit_1,0,64.0,79.0,1
36340434,75010.0,48.87432,2.36248,Entrepôt,0,1.0,Private room,1.0,1.0,Bed,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,3.09,31,31,0,2.0,1,5.83,1,7,1,1,7,7,1.0,7.0,101,0,strict,security_deposit_1,0,0.0,35.0,1
17918781,75018.0,48.8903,2.33991,Buttes-Montmartre,1,1.0,Entire home/apt,1.0,2.0,Bed,4,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0.85,32,14,0,1.0,1,5.85,2,1125,2,2,1125,1125,2.0,1125.0,116,0,strict,security_deposit_n,0,,95.0,1
4708051,75015.0,48.85013,2.30018,Vaugirard,1,1.0,Entire home/apt,1.0,2.0,Bed,3,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1.21,79,17,0,1.0,1,5.45,3,15,3,3,15,15,3.0,15.0,301,0,flexible,security_deposit_n,0,,90.0,1
34973581,75017.0,48.8865,2.3129,Batignolles-Monceau,1,0.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1.57,18,18,1,3.0,1,4.77,1,5,1,1,5,5,1.0,5.0,0,0,moderate,security_deposit_1,0,20.0,100.0,1
4812718,75005.0,48.84876,2.3483,Panthéon,1,2.0,Entire home/apt,2.0,2.0,Bed,4,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1.34,83,10,0,1.0,1,6.01,1,1125,3,5,28,28,3.5,28.0,0,1,flexible,security_deposit_1,0,76.0,220.0,1
25389905,75014.0,48.82629,2.31526,Observatoire,1,0.0,Entire home/apt,1.0,4.0,Bed,4,1,1,1,1,0,0,1,1,0,0,0,0,0,0,,0,0,0,1.0,1,4.77,2,1125,2,2,1125,1125,2.0,1125.0,15,0,strict,security_deposit_1,0,25.0,80.0,1
40949023,75006.0,48.85243,2.34053,Luxembourg,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,0,1,0,1,1,1,0,0,0,0,1,0,,0,0,0,0.0,1,8.62,4,100,4,4,100,100,4.0,100.0,234,0,moderate,security_deposit_n,0,,125.0,1
25418095,75015.0,48.84595,2.2932200000000003,Vaugirard,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0.04,1,0,0,2.0,1,5.12,3,1125,3,3,1125,1125,3.0,1125.0,0,1,strict,security_deposit_n,0,10.0,120.0,1
41972613,75020.0,48.8531,2.39668,Popincourt,0,1.0,Entire home/apt,1.0,2.0,Bed,3,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0.35,1,1,0,1.0,0,0.27,2,3,2,2,3,3,2.0,3.0,0,0,flexible,security_deposit_0,0,25.0,58.0,1
23972530,75020.0,48.85742,2.40563,Ménilmontant,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0.5,13,5,0,1.0,1,5.24,5,110,5,5,110,110,5.0,110.0,0,0,moderate,security_deposit_0,0,20.0,57.0,1
9722280,75009.0,48.87342,2.33174,Opéra,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1.63,86,11,0,1.0,0,4.45,1,18,1,2,1125,1125,1.3,1125.0,224,0,strict,security_deposit_1,0,50.0,125.0,1
41533369,75020.0,48.84888,2.4018900000000003,Ménilmontant,1,0.0,Entire home/apt,1.0,2.0,Bed,4,1,1,1,1,0,0,1,0,0,0,0,0,0,0,3.58,13,13,0,1.0,1,2.76,1,7,1,1,7,7,1.0,7.0,1,1,flexible,security_deposit_n,0,,60.0,1
36852561,75002.0,48.8686,2.34825,Bourse,1,1.0,Entire home/apt,1.0,2.0,Bed,4,1,1,1,1,1,1,1,0,0,0,0,0,1,0,4.06,38,38,0,8.0,1,0.82,1,1125,1,1,1,1125,1.0,183.2,340,1,strict,security_deposit_1,1,60.0,50.0,1
33438876,75010.0,48.87259,2.35219,Entrepôt,1,1.0,Entire home/apt,2.0,1.0,Bed,2,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0.33,4,4,0,25.0,1,4.12,2,1125,2,6,1125,1125,4.7,1125.0,315,1,strict,security_deposit_1,1,76.0,163.0,1
37230099,75010.0,48.86923,2.35817,Entrepôt,1,0.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0.44,4,4,0,1.0,1,0.78,1,1125,1,2,1125,1125,1.3,1125.0,0,0,flexible,security_deposit_1,0,49.0,58.0,1
40422730,75004.0,48.856,2.36233,Hôtel-de-Ville,1,1.0,Entire home/apt,1.0,2.0,Bed,4,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0.46,1,1,0,1.0,1,0.46,1,1125,1,1,1125,1125,1.0,1125.0,343,1,moderate,security_deposit_1,0,40.0,119.0,1
27072827,75016.0,48.85751,2.28433,Passy,1,0.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0.37,4,4,0,94.0,1,3.3,1,1125,1,4,1,1125,1.1,41.7,360,1,strict,security_deposit_1,1,60.0,106.0,1
21587288,75015.0,48.83385,2.29468,Vaugirard,0,1.0,Private room,1.0,1.0,Bed,2,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0.3,9,3,0,0.0,1,2.55,1,7,1,1,7,7,1.0,7.0,5,0,moderate,security_deposit_1,0,10.0,50.0,1
37287229,75005.0,48.83708,2.34884,Gobelins,1,0.0,Entire home/apt,1.0,1.0,Bed,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.84,7,7,0,0.0,0,6.05,2,1125,2,2,1125,1125,2.0,1125.0,44,0,flexible,security_deposit_n,0,,90.0,1
38273598,75009.0,48.87524000000001,2.34539,Opéra,1,1.0,Entire home/apt,1.0,2.0,Bed,4,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0.94,7,7,1,1.0,1,5.76,4,1125,4,4,1125,1125,4.0,1125.0,110,0,strict,security_deposit_n,0,50.0,180.0,1
36027754,75012.0,48.84612,2.3870400000000003,Reuilly,1,3.0,Entire home/apt,2.5,3.0,Bed,4,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0.54,5,5,0,1.0,0,0.89,2,1125,2,6,1125,1125,4.7,1125.0,23,0,strict,security_deposit_1,0,123.0,170.0,1
26081063,75020.0,48.8621,2.40455,Ménilmontant,1,1.0,Private room,1.0,1.0,Bed,2,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0.97,22,11,1,1.0,1,6.05,2,1125,2,2,1125,1125,2.0,1125.0,0,1,moderate,security_deposit_0,0,15.0,55.0,1
39576101,75007.0,48.85846,2.32879,Palais-Bourbon,1,0.0,Entire home/apt,1.0,2.0,Bed,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1.29,8,8,1,0.0,0,0.56,2,30,2,2,1125,1125,2.0,1125.0,36,1,flexible,security_deposit_n,0,40.0,100.0,1
33834901,75006.0,48.84305,2.32899,Luxembourg,1,0.0,Entire home/apt,1.0,1.0,Bed,2,1,1,0,1,1,1,1,0,0,0,0,1,1,0,2.57,23,23,0,2.0,1,1.09,4,1125,4,7,1125,1125,4.8,1125.0,330,1,flexible,security_deposit_1,0,45.0,49.0,1
34700564,75006.0,48.85565,2.34112,Luxembourg,1,1.0,Entire home/apt,1.0,1.0,Bed,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,2.88,14,14,0,1.0,1,1.0,8,1125,8,8,1125,1125,8.0,1125.0,24,0,moderate,security_deposit_1,0,12.0,48.0,1
1938812,75008.0,48.86483,2.30397,Élysée,1,0.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0.8,61,7,0,2.0,1,6.5,2,1124,2,2,1124,1124,2.0,1124.0,0,1,strict,security_deposit_1,0,30.0,73.0,1
39262311,75018.0,48.88728,2.35332,Buttes-Montmartre,1,1.0,Entire home/apt,1.0,2.0,Bed,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1.6,8,8,0,0.0,1,1.27,5,31,5,5,31,31,5.0,31.0,30,0,moderate,security_deposit_1,0,0.0,45.0,1
1980897,75010.0,48.8747,2.3545,Entrepôt,1,1.0,Entire home/apt,1.0,2.0,Bed,4,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1.58,92,10,0,2.0,1,6.47,2,1125,2,2,1125,1125,2.0,1125.0,0,0,moderate,security_deposit_1,0,30.0,110.0,1
