id,zipcode,latitude,longitude,neighbourhood_cleansed,is_location_exact,bedrooms,room_type,bathrooms,beds,bed_type,accommodates,essentials,wifi,tv,kitchen,oven,cooking basics,heating,washer,host greets you,elevator,family/kid friendly,private living room,coffee maker,dishwasher,reviews_per_month,number_of_reviews,number_of_reviews_ltm,host_is_superhost,host_total_listings,host_identity_verified,host_since_years,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_365,is_instant_bookable,cancellation_policy,security_deposit,is_agency,cleaning_fee,price
39840915,75010.0,48.87693,2.35158,Entrepôt,1,2.0,Entire home/apt,1.0,3.0,Bed,6,1,1,1,1,0,1,1,1,0,0,0,0,1,1,2.2,11,11,0,3.0,1,0.58,1,1125,1,1,1125,1125,1.0,1125.0,308,1,strict,security_deposit_0,0,90.0,120.0
23288110,75007.0,48.85754,2.30579,Palais-Bourbon,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0.75,17,9,1,1.0,1,2.67,5,14,5,5,14,14,5.0,14.0,60,0,strict,security_deposit_1,0,40.0,95.0
39888927,75013.0,48.82005,2.3636,Gobelins,1,2.0,Entire home/apt,1.0,3.0,Bed,6,1,1,1,1,1,0,1,0,0,0,0,0,1,1,2.12,13,13,0,50.0,1,2.52,1,1125,1,3,1,1125,1.5,113.5,333,1,strict,security_deposit_1,1,79.0,96.0
41921241,75010.0,48.87533,2.3548,Entrepôt,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1.2,4,4,0,292.0,1,7.06,1,1125,1,1,1125,1125,1.0,1125.0,0,1,strict,security_deposit_1,1,24.0,85.0
4697936,75014.0,48.83289,2.31723,Observatoire,1,1.0,Entire home/apt,1.0,2.0,Bed,4,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0.81,51,9,1,1.0,1,7.6,2,100,2,2,100,100,2.0,100.0,0,0,moderate,security_deposit_n,0,,90.0
55071,75009.0,48.87937,2.34331,Opéra,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.55,60,8,1,2.0,1,9.6,2,21,2,2,21,21,2.0,21.0,0,0,moderate,security_deposit_n,0,25.0,110.0
34025432,75018.0,48.894020000000005,2.33817,Buttes-Montmartre,1,0.0,Entire home/apt,1.0,1.0,Bed,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0.36,4,4,0,2.0,1,3.96,6,10,6,6,10,10,6.0,10.0,0,0,flexible,security_deposit_1,0,4.0,37.0
32603883,75018.0,48.89099,2.33738,Buttes-Montmartre,1,0.0,Entire home/apt,1.0,1.0,Bed,2,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1.66,24,18,0,1.0,1,3.12,1,20,1,1,20,20,1.0,20.0,132,1,flexible,security_deposit_0,0,0.0,85.0
2225338,75001.0,48.864340000000006,2.34484,Louvre,1,0.0,Entire home/apt,1.0,2.0,Bed,2,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0.41,28,4,0,1.0,1,6.32,4,1125,1,4,1125,1125,3.4,1125.0,100,0,strict,security_deposit_0,0,40.0,54.0
18640957,75006.0,48.85602,2.33829,Luxembourg,1,2.0,Private room,1.0,2.0,Bed,3,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1.35,49,4,0,24.0,1,4.13,2,1125,2,6,1125,1125,4.7,1125.0,0,1,strict,security_deposit_1,1,110.0,315.0
43258063,75010.0,48.87404,2.36097,Entrepôt,1,0.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1.0,1,1,1,1.0,1,3.45,3,365,3,3,1125,1125,3.0,1125.0,109,1,strict,security_deposit_0,0,15.0,49.0
39726305,75009.0,48.87892,2.3265599999999997,Élysée,1,3.0,Entire home/apt,2.0,4.0,Bed,8,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1.22,8,8,1,9.0,1,0.88,3,1125,3,3,1125,1125,3.0,1125.0,353,0,strict,security_deposit_1,1,150.0,499.0
17931651,75016.0,48.84767,2.2724900000000003,Passy,1,2.0,Entire home/apt,1.5,2.0,Bed,4,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0.86,32,10,0,1.0,1,3.16,2,1125,2,6,1125,1125,4.7,1125.0,4,1,strict,security_deposit_1,0,87.0,179.0
25807025,75018.0,48.8844,2.34112,Buttes-Montmartre,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1.03,23,13,1,1.0,0,1.93,5,1125,5,5,1125,1125,5.0,1125.0,63,0,flexible,security_deposit_1,0,30.0,100.0
43161694,75018.0,48.886309999999995,2.34558,Buttes-Montmartre,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,0,0,1,1,0,0,0,0,0,0,,0,0,0,3.0,1,8.84,2,5,2,2,5,5,2.0,5.0,72,0,flexible,security_deposit_n,0,,120.0
40907722,75002.0,48.86783,2.35046,Bourse,1,1.0,Entire home/apt,1.0,2.0,Bed,3,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0.68,3,3,0,0.0,0,0.4,1,1125,1,2,1125,1125,1.3,1125.0,8,0,flexible,security_deposit_1,0,70.0,77.0
19842240,75015.0,48.83935,2.29871,Vaugirard,1,0.0,Entire home/apt,1.0,0.0,Bed,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,2.7,82,34,1,7.0,1,10.72,5,1125,5,5,1125,1125,5.0,1125.0,361,1,moderate,security_deposit_1,1,45.0,83.0
18265796,75014.0,48.82763,2.3153900000000003,Observatoire,1,1.0,Entire home/apt,1.0,2.0,Bed,4,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0.67,19,7,0,1.0,1,4.77,2,1125,2,2,1125,1125,2.0,1125.0,364,0,moderate,security_deposit_1,0,15.0,75.0
4400115,75003.0,48.8651,2.35282,Temple,1,1.0,Entire home/apt,1.0,2.0,Bed,4,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0.81,19,8,0,17.0,1,8.3,4,60,4,4,60,60,4.0,60.0,279,1,moderate,security_deposit_1,1,50.0,200.0
38354455,75009.0,48.87549,2.3491299999999997,Entrepôt,1,2.0,Entire home/apt,1.5,2.0,Bed,4,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1.16,6,6,0,1.0,0,0.7,2,1125,2,7,1125,1125,4.3,1125.0,0,1,flexible,security_deposit_1,0,82.0,150.0
41792805,75003.0,48.86411,2.35291,Temple,1,1.0,Entire home/apt,1.5,1.0,Bed,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1.14,3,3,0,3.0,1,7.12,4,1125,4,4,1125,1125,4.0,1125.0,72,0,moderate,security_deposit_n,0,,36.0
18301130,75011.0,48.8665,2.36797,Popincourt,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1.66,60,22,0,1.0,1,3.07,3,1125,3,3,1125,1125,3.0,1125.0,12,0,flexible,security_deposit_1,0,65.0,94.0
39315994,75001.0,48.86265,2.34005,Louvre,1,0.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,1,1,1,0,0,0,0,0,1,1,4.0,28,28,0,1.0,1,1.78,2,1125,1,2,1125,1125,1.3,1125.0,9,1,strict,security_deposit_1,0,45.0,99.0
31069031,75003.0,48.86619,2.36402,Temple,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1.71,28,13,1,1.0,1,6.31,3,30,3,3,30,30,3.0,30.0,2,0,strict,security_deposit_1,0,35.0,85.0
2108835,75002.0,48.866659999999996,2.3503700000000003,Bourse,1,1.0,Entire home/apt,1.0,2.0,Bed,2,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0.22,17,0,0,1.0,1,6.39,14,90,14,14,90,90,14.0,90.0,59,0,moderate,security_deposit_1,0,0.0,95.0
16388164,75003.0,48.85889,2.36294,Temple,1,1.0,Entire home/apt,1.0,0.0,Bed,2,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0.63,24,3,1,10.0,1,3.7,2,1125,2,2,1125,1125,2.0,1125.0,232,1,moderate,security_deposit_1,1,70.0,144.0
34212959,75012.0,48.84841,2.38808,Reuilly,1,0.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0.89,11,9,0,1.0,1,4.92,2,1125,2,2,1125,1125,2.0,1125.0,81,0,strict,security_deposit_n,0,10.0,75.0
39959468,75004.0,48.85947,2.35546,Hôtel-de-Ville,0,0.0,Entire home/apt,1.0,1.0,Bed,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,,0,0,0,5.0,1,1.71,2,1125,2,2,1125,1125,2.0,1125.0,365,1,moderate,security_deposit_1,0,35.0,95.0
36226758,75011.0,48.85869,2.37832,Popincourt,1,1.0,Entire home/apt,1.0,2.0,Bed,4,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0.46,4,4,0,1.0,1,4.99,3,1125,3,3,1125,1125,3.0,1125.0,0,1,flexible,security_deposit_0,0,10.0,100.0
34360842,75009.0,48.872040000000005,2.34234,Opéra,1,0.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1.99,21,21,0,1.0,1,1.03,1,1125,1,2,1125,1125,1.3,1125.0,6,0,flexible,security_deposit_1,0,53.0,66.0
39308786,75011.0,48.85138,2.3917200000000003,Popincourt,1,0.0,Entire home/apt,1.0,0.0,Bed,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1.29,9,9,0,0.0,0,2.75,4,7,4,4,1125,1125,4.0,1125.0,90,0,moderate,security_deposit_n,0,,80.0
12863528,75020.0,48.85137,2.4049400000000003,Ménilmontant,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0.92,44,16,0,1.0,1,4.03,4,21,4,4,21,21,4.0,21.0,359,0,strict,security_deposit_1,0,25.0,75.0
23800954,75019.0,48.88946,2.37501,Buttes-Chaumont,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0.21,4,1,0,293.0,1,3.42,12,1125,1,1,16,28,1.0,27.9,363,0,strict,security_deposit_1,1,,103.0
38500627,75011.0,48.85742,2.3784400000000003,Popincourt,1,0.0,Entire home/apt,1.0,1.0,Bed,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0.74,6,6,0,1.0,0,0.67,1,1125,1,2,1125,1125,1.3,1125.0,0,0,flexible,security_deposit_1,0,45.0,37.0
42561409,75005.0,48.849790000000006,2.34742,Panthéon,1,0.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,1,1,1,1,0,1,0,0,1,0,,0,0,0,4.0,1,0.27,1,1125,1,1,1125,1125,1.0,1125.0,365,1,strict,security_deposit_1,0,20.0,99.0
28400615,75020.0,48.871320000000004,2.3921099999999997,Ménilmontant,1,1.0,Entire home/apt,1.0,2.0,Bed,4,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0.16,3,2,0,1.0,1,1.68,5,21,5,5,21,21,5.0,21.0,156,0,strict,security_deposit_1,0,35.0,150.0
22144467,75002.0,48.867779999999996,2.34577,Bourse,1,0.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,,0,0,0,303.0,1,7.9,91,1125,91,91,1125,1125,91.0,1125.0,365,1,strict,security_deposit_1,1,80.0,35.0
42327559,75010.0,48.87534,2.36997,Entrepôt,1,1.0,Entire home/apt,1.0,1.0,Bed,4,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1.11,3,3,0,1.0,1,6.48,2,30,2,2,30,30,2.0,30.0,254,0,flexible,security_deposit_n,0,,74.0
37281788,75016.0,48.84746,2.27196,Passy,1,1.0,Entire home/apt,1.5,1.0,Bed,2,1,1,1,1,1,1,1,1,1,1,0,0,1,1,,0,0,0,1.0,0,0.78,30,1125,30,30,1125,1125,30.0,1125.0,0,0,strict,security_deposit_0,0,110.0,100.0
38520643,75010.0,48.88175,2.3666099999999997,Entrepôt,1,0.0,Entire home/apt,1.0,1.0,Bed,2,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0.73,4,4,0,0.0,0,4.77,2,31,2,2,31,31,2.0,31.0,89,0,strict,security_deposit_0,0,30.0,90.0
36290062,75017.0,48.887679999999996,2.30578,Batignolles-Monceau,1,2.0,Entire home/apt,1.0,3.0,Bed,4,1,1,1,1,1,1,1,1,0,1,0,0,1,1,,0,0,0,1.0,1,6.79,4,15,4,4,15,15,4.0,15.0,59,0,strict,security_deposit_n,0,150.0,320.0
42901122,75020.0,48.86868,2.39537,Ménilmontant,1,1.0,Private room,1.5,,Bed,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,,0,0,0,0.0,0,0.75,3,1125,3,3,1125,1125,3.0,1125.0,17,0,flexible,security_deposit_n,0,,39.0
42030162,75018.0,48.88349,2.3450900000000003,Buttes-Montmartre,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,,0,0,0,0.0,1,0.31,3,1125,3,3,1125,1125,3.0,1125.0,179,1,moderate,security_deposit_0,0,52.0,78.0
36505167,75010.0,48.88217,2.36659,Entrepôt,1,0.0,Entire home/apt,1.0,2.0,Bed,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1.02,10,10,1,0.0,1,2.59,2,20,2,2,20,20,2.0,20.0,3,0,moderate,security_deposit_1,0,20.0,70.0
6513843,75017.0,48.892540000000004,2.32139,Batignolles-Monceau,1,0.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1.11,47,12,0,8.0,1,5.85,2,1125,2,2,1125,1125,2.0,1125.0,352,1,moderate,security_deposit_1,1,25.0,70.0
16228311,75011.0,48.85414,2.38385,Popincourt,0,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,1,1,1,0,0,0,1,0,1,0,6.93,288,79,1,1.0,1,4.73,2,5,2,2,5,5,2.0,5.0,321,1,strict,security_deposit_1,0,35.0,85.0
37113184,75016.0,48.84417,2.25807,Passy,1,3.0,Entire home/apt,2.0,2.0,Bed,4,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0.12,1,1,0,1.0,1,0.79,1,1125,1,2,1125,1125,1.3,1125.0,0,0,flexible,security_deposit_1,0,70.0,217.0
26036146,75001.0,48.864340000000006,2.3292900000000003,Louvre,1,2.0,Entire home/apt,1.5,4.0,Bed,8,1,1,1,1,0,0,1,1,0,1,0,1,0,0,2.95,66,19,1,1.0,1,1.92,1,1125,1,1,1125,1125,1.0,1125.0,221,1,flexible,security_deposit_1,0,49.0,350.0
30142206,75015.0,48.84254,2.2952,Vaugirard,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0.44,7,4,0,1.0,1,1.48,1,28,1,1,28,28,1.0,28.0,119,0,flexible,security_deposit_0,0,25.0,70.0
19462475,75011.0,48.86857,2.36873,Popincourt,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1.36,47,16,1,1.0,1,2.88,2,30,2,2,30,30,2.0,30.0,0,0,moderate,security_deposit_1,0,20.0,100.0
42526649,75009.0,48.88225,2.33374,Opéra,1,1.0,Entire home/apt,1.0,1.0,Bed,4,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0.44,1,1,0,13.0,1,0.24,3,1125,3,3,1125,1125,3.0,1125.0,321,1,flexible,security_deposit_0,1,65.0,124.0
23036967,75004.0,48.85268,2.36618,Hôtel-de-Ville,1,1.0,Entire home/apt,1.0,4.0,Bed,3,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1.04,28,7,1,1.0,1,4.63,7,1124,7,7,1125,1125,7.0,1125.0,73,1,moderate,security_deposit_n,0,,119.0
32053241,75018.0,48.89159,2.34119,Buttes-Montmartre,1,2.0,Entire home/apt,1.0,3.0,Bed,4,1,1,1,1,1,1,1,1,0,1,0,0,1,0,4.31,65,54,0,139.0,1,3.02,1,1125,1,1,1125,1125,1.0,1125.0,281,0,flexible,security_deposit_1,1,50.0,80.0
41038163,75004.0,48.85638,2.35994,Hôtel-de-Ville,0,1.0,Private room,1.0,,Bed,2,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0.69,3,3,0,2.0,1,5.64,1,5,1,1,5,5,1.0,5.0,0,0,flexible,security_deposit_n,0,,70.0
5694356,75018.0,48.88573,2.3328599999999997,Buttes-Montmartre,1,1.0,Private room,1.0,0.0,Bed,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0.61,34,22,0,1.0,1,5.16,3,15,3,3,15,15,3.0,15.0,272,0,moderate,security_deposit_1,0,30.0,50.0
42079426,75012.0,48.849959999999996,2.3814,Reuilly,1,1.0,Entire home/apt,1.5,1.0,Bed,2,1,1,1,1,1,1,1,1,0,0,0,0,1,1,,0,0,0,292.0,1,7.06,1,1125,1,1,1125,1125,1.0,1125.0,0,1,strict,security_deposit_1,1,30.0,85.0
19339740,75018.0,48.89065,2.33652,Buttes-Montmartre,1,0.0,Entire home/apt,1.0,2.0,Bed,2,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1.17,41,10,0,1.0,0,3.4,3,1125,3,3,1125,1125,3.0,1125.0,0,0,moderate,security_deposit_0,0,0.0,73.0
13599316,75020.0,48.87148,2.38846,Ménilmontant,1,0.0,Entire home/apt,1.5,1.0,Bed,2,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1.45,67,0,0,1.0,1,3.9,2,1125,2,2,1125,1125,2.0,1125.0,194,0,strict,security_deposit_1,0,10.0,50.0
1355837,75018.0,48.88932,2.34997,Buttes-Montmartre,1,2.0,Entire home/apt,1.0,2.0,Bed,3,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0.2,13,2,0,1.0,1,6.85,2,5,2,2,5,5,2.0,5.0,62,0,strict,security_deposit_1,0,25.0,53.0
18034130,75018.0,48.8917,2.3425,Buttes-Montmartre,1,1.0,Entire home/apt,1.0,2.0,Bed,3,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0.87,30,11,1,1.0,1,6.13,1,7,1,1,7,7,1.0,7.0,0,0,moderate,security_deposit_1,0,0.0,90.0
12942089,75015.0,48.84384,2.27982,Vaugirard,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,1,1,1,0,0,1,1,1,1,1,2.25,96,20,0,1.0,1,5.65,2,20,2,2,1125,1125,2.0,1125.0,89,0,strict,security_deposit_1,0,30.0,60.0
171159,75009.0,48.8758,2.32622,Élysée,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,0,1,1,1,0,1,0,0,1,0,2.88,307,55,0,1.0,1,9.78,3,30,3,3,1125,1125,3.0,1125.0,128,1,moderate,security_deposit_1,0,20.0,60.0
15871785,75018.0,48.891059999999996,2.34213,Buttes-Montmartre,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0.73,22,14,1,1.0,1,5.12,1,1125,1,1,1125,1125,1.0,1125.0,0,0,moderate,security_deposit_0,0,45.0,75.0
6419930,75018.0,48.88817,2.3385599999999998,Buttes-Montmartre,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1.33,80,8,0,1.0,1,8.92,2,1125,2,2,1125,1125,2.0,1125.0,49,0,moderate,security_deposit_n,0,22.0,90.0
15609620,75005.0,48.84537,2.3502400000000003,Panthéon,1,1.0,Entire home/apt,1.0,2.0,Bed,4,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0.71,30,2,0,37.0,1,3.6,30,1125,2,30,1125,1125,22.0,1125.0,0,0,flexible,security_deposit_1,1,140.0,100.0
665192,75012.0,48.84636,2.39415,Reuilly,1,0.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0.2,17,0,0,1.0,1,7.73,6,30,6,6,30,30,6.0,30.0,0,0,strict,security_deposit_1,0,0.0,54.0
41396136,75014.0,48.83161,2.31507,Observatoire,1,0.0,Private room,1.0,1.0,Bed,2,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0.89,3,3,0,0.0,1,0.35,1,7,1,1,1125,1125,1.0,1125.0,65,1,flexible,security_deposit_n,0,,40.0
32636310,75007.0,48.856609999999996,2.30459,Palais-Bourbon,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1.14,16,13,1,1.0,1,2.08,1,1125,1,1,1125,1125,1.0,1125.0,0,1,flexible,security_deposit_1,0,0.0,115.0
33306121,75020.0,48.85756,2.4064900000000002,Ménilmontant,1,1.0,Private room,1.5,0.0,Bed,2,1,1,1,0,0,0,1,1,0,1,0,0,0,0,2.04,28,22,0,2.0,1,1.75,1,1125,1,1,1125,1125,1.0,1125.0,365,1,strict,security_deposit_n,0,,52.0
42870024,75003.0,48.8589,2.36405,Temple,1,1.0,Entire home/apt,1.0,2.0,Bed,4,1,0,1,1,0,0,1,0,0,0,0,0,0,0,,0,0,0,133.0,1,8.09,1,1125,1,1,1125,1125,1.0,1125.0,365,1,flexible,security_deposit_1,1,50.0,149.0
37239017,75006.0,48.84547,2.3265599999999997,Luxembourg,1,2.0,Entire home/apt,1.0,2.0,Bed,4,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0.43,1,1,0,4.0,1,0.84,1,1125,1,1,1125,1125,1.0,1125.0,312,1,flexible,security_deposit_0,0,10.0,90.0
33518885,75018.0,48.89634,2.34666,Buttes-Montmartre,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0.99,13,9,0,1.0,0,5.3,3,14,3,3,14,14,3.0,14.0,87,0,moderate,security_deposit_1,0,30.0,70.0
35899148,75017.0,48.89266,2.32133,Batignolles-Monceau,1,1.0,Entire home/apt,1.0,2.0,Bed,3,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0.63,6,6,0,1.0,1,0.89,1,1125,1,2,1125,1125,1.3,1125.0,0,0,flexible,security_deposit_1,0,64.0,75.0
22146488,75020.0,48.85611,2.3987,Ménilmontant,1,1.0,Private room,1.0,1.0,Bed,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1.55,43,10,0,1.0,1,4.46,2,10,2,2,10,10,2.0,10.0,126,0,strict,security_deposit_1,0,25.0,35.0
31918840,75003.0,48.86076,2.3651400000000002,Temple,1,2.0,Entire home/apt,2.5,3.0,Bed,6,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0.8,5,5,0,1.0,1,3.64,3,30,3,3,1125,1125,3.0,1125.0,147,1,flexible,security_deposit_1,0,0.0,600.0
42428595,75012.0,48.84785,2.36888,Reuilly,1,1.0,Entire home/apt,1.0,2.0,Bed,4,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0.82,2,2,1,0.0,0,0.52,2,1125,2,10,1125,1125,2.9,1125.0,308,1,moderate,security_deposit_1,0,70.0,210.0
20728594,75015.0,48.84275,2.29473,Vaugirard,1,1.0,Entire home/apt,1.0,2.0,Bed,4,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0.8,26,8,0,1.0,1,6.15,4,30,4,4,30,30,4.0,30.0,1,1,flexible,security_deposit_1,0,60.0,103.0
20912266,75009.0,48.88358,2.32953,Opéra,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,0,0,1,0,1,0,0,0,0,0,4.08,126,28,1,1.0,1,4.39,1,6,1,1,6,6,1.0,6.0,269,0,flexible,security_deposit_0,0,15.0,90.0
31464732,75010.0,48.880340000000004,2.3658,Entrepôt,1,0.0,Entire home/apt,1.0,1.0,Bed,2,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0.84,13,8,0,1.0,1,2.01,2,5,2,2,5,5,2.0,5.0,268,0,strict,security_deposit_0,0,27.0,75.0
14876164,75017.0,48.8775,2.2953900000000003,Batignolles-Monceau,1,1.0,Entire home/apt,1.0,2.0,Bed,4,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1.69,74,18,0,1.0,1,3.69,2,31,2,3,1125,1125,2.6,1125.0,88,1,moderate,security_deposit_1,0,42.0,79.0
32799522,75020.0,48.87126,2.38726,Ménilmontant,1,1.0,Entire home/apt,1.0,2.0,Bed,3,1,1,0,1,1,1,1,0,1,0,0,0,0,0,3.38,45,34,0,1.0,0,5.56,4,14,4,7,14,14,4.5,14.0,321,0,flexible,security_deposit_0,0,0.0,63.0
18642796,75011.0,48.861990000000006,2.37759,Popincourt,1,1.0,Entire home/apt,1.0,1.0,Bed,4,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0.34,12,2,0,1.0,1,5.18,2,1125,2,2,1125,1125,2.0,1125.0,335,0,flexible,security_deposit_0,0,25.0,80.0
507255,75018.0,48.8846,2.34137,Buttes-Montmartre,1,0.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1.72,148,14,1,2.0,1,7.96,3,60,3,3,60,60,3.0,60.0,297,0,strict,security_deposit_n,0,35.0,90.0
37228331,75017.0,48.876000000000005,2.2921,Batignolles-Monceau,1,0.0,Entire home/apt,1.0,1.0,Bed,2,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0.43,4,4,0,1.0,1,0.78,1,1125,1,2,1125,1125,1.3,1125.0,0,0,flexible,security_deposit_1,0,45.0,48.0
41074615,75014.0,48.83534,2.32682,Observatoire,1,0.0,Entire home/apt,1.0,2.0,Bed,3,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1.13,3,3,0,1.0,1,0.37,1,1125,1,2,1125,1125,1.3,1125.0,0,0,strict,security_deposit_1,0,64.0,60.0
16730351,75011.0,48.85565,2.3728700000000003,Popincourt,1,4.0,Entire home/apt,2.0,5.0,Bed,9,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1.42,56,16,1,2.0,1,7.61,4,30,4,4,1125,1125,4.0,1125.0,96,0,strict,security_deposit_0,0,80.0,350.0
31067602,75017.0,48.883959999999995,2.31826,Batignolles-Monceau,1,1.0,Entire home/apt,1.0,1.0,Bed,2,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0.2,3,1,0,1.0,1,1.39,1,1125,1,2,1125,1125,1.3,1125.0,0,0,flexible,security_deposit_1,0,56.0,80.0
9985731,75017.0,48.89383,2.31546,Batignolles-Monceau,1,2.0,Entire home/apt,2.0,3.0,Bed,5,1,1,1,1,0,0,1,0,0,1,1,0,1,0,3.09,164,32,0,2.0,1,7.33,3,1125,3,3,1125,1125,3.0,1125.0,0,0,moderate,security_deposit_1,0,89.0,160.0
232293,75017.0,48.8834,2.29878,Batignolles-Monceau,1,1.0,Entire home/apt,1.0,1.0,Sofa,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1.33,120,0,0,3.0,1,8.63,20,365,1,20,1125,1125,19.9,1125.0,110,0,strict,security_deposit_1,0,20.0,65.0
29554203,75008.0,48.86988,2.31073,Élysée,1,1.0,Private room,0.5,1.0,Bed,2,1,1,1,1,0,1,1,0,1,1,0,0,1,0,3.8,71,45,1,1.0,1,1.55,2,1125,2,2,1125,1125,2.0,1125.0,329,1,flexible,security_deposit_1,0,15.0,69.0
